   0.0000000e+00   0.0000000e+00   1.0000000e+06
   4.0000000e-03   8.2893957e-05   1.0000000e+06
   8.0000000e-03   1.6578791e-04   1.0000000e+06
   1.2000000e-02   2.4868186e-04   1.0000000e+06
   1.6000000e-02   3.3157578e-04   1.0000000e+06
   2.0000000e-02   4.1446964e-04   9.9999999e+05
   2.4000000e-02   4.9736335e-04   9.9999998e+05
   2.8000000e-02   5.8025667e-04   9.9999996e+05
   3.2000000e-02   6.6314897e-04   9.9999990e+05
   3.6000000e-02   7.4603868e-04   9.9999973e+05
   4.0000000e-02   8.2892173e-04   9.9999931e+05
   4.4000000e-02   9.1178764e-04   9.9999822e+05
   4.8000000e-02   9.9460953e-04   9.9999543e+05
   5.2000000e-02   1.0773183e-03   9.9998826e+05
   5.6000000e-02   1.1597366e-03   9.9996984e+05
   6.0000000e-02   1.2414084e-03   9.9992253e+05
   6.4000000e-02   1.3211623e-03   9.9980096e+05
   6.8000000e-02   1.3959892e-03   9.9948872e+05
   7.2000000e-02   1.4581597e-03   9.9868699e+05
   7.6000000e-02   1.4878272e-03   9.9663040e+05
   8.0000000e-02   1.4340821e-03   9.9136800e+05
   8.4000000e-02   1.1666567e-03   9.7798782e+05
   8.8000000e-02   3.5433174e-04   9.4451581e+05
   9.2000000e-02  -1.8314740e-03   8.6421151e+05
   9.6000000e-02  -7.3786498e-03   6.9130386e+05
   1.0000000e-01  -2.0567430e-02   4.0360058e+05
   1.0400000e-01  -3.6154903e-02   2.0775378e+05
   1.0800000e-01  -4.6624298e-02   1.2867263e+05
   1.1200000e-01  -5.3933227e-02   8.9374561e+04
   1.1600000e-01  -5.9054493e-02   6.7378722e+04
   1.2000000e-01  -6.2532589e-02   5.4193500e+04
   1.2400000e-01  -6.4693909e-02   4.6005098e+04
   1.2800000e-01  -6.5741152e-02   4.0842399e+04
   1.3200000e-01  -6.5802118e-02   3.7550216e+04
   1.3600000e-01  -6.4958304e-02   3.5402819e+04
   1.4000000e-01  -6.3262867e-02   3.3952653e+04
   1.4400000e-01  -6.0751705e-02   3.2935553e+04
   1.4800000e-01  -5.7449995e-02   3.2197136e+04
   1.5200000e-01  -5.3376018e-02   3.1645062e+04
   1.5600000e-01  -4.8543439e-02   3.1222036e+04
