   0.0000000e+00   0.0000000e+00   1.0000000e+06
   4.0000000e-03   1.1715866e-04   1.0000000e+06
   8.0000000e-03   2.3431731e-04   1.0000000e+06
   1.2000000e-02   3.5147596e-04   1.0000000e+06
   1.6000000e-02   4.6863459e-04   1.0000000e+06
   2.0000000e-02   5.8579316e-04   9.9999999e+05
   2.4000000e-02   7.0295158e-04   9.9999998e+05
   2.8000000e-02   8.2010963e-04   9.9999996e+05
   3.2000000e-02   9.3726671e-04   9.9999990e+05
   3.6000000e-02   1.0544213e-03   9.9999974e+05
   4.0000000e-02   1.1715696e-03   9.9999934e+05
   4.4000000e-02   1.2887014e-03   9.9999830e+05
   4.8000000e-02   1.4057913e-03   9.9999564e+05
   5.2000000e-02   1.5227731e-03   9.9998878e+05
   5.6000000e-02   1.6394772e-03   9.9997117e+05
   6.0000000e-02   1.7554677e-03   9.9992592e+05
   6.4000000e-02   1.8696243e-03   9.9980962e+05
   6.8000000e-02   1.9790681e-03   9.9951079e+05
   7.2000000e-02   2.0764017e-03   9.9874324e+05
   7.6000000e-02   2.1426249e-03   9.9677348e+05
   8.0000000e-02   2.1289775e-03   9.9172983e+05
   8.4000000e-02   1.9106066e-03   9.7888957e+05
   8.8000000e-02   1.1696585e-03   9.4667899e+05
   9.2000000e-02  -8.9122231e-04   8.6891200e+05
   9.6000000e-02  -6.1971149e-03   6.9933098e+05
   1.0000000e-01  -1.8945905e-02   4.1114089e+05
   1.0400000e-01  -3.3906731e-02   2.1242720e+05
   1.0800000e-01  -4.3633793e-02   1.3253854e+05
   1.1200000e-01  -5.0104689e-02   9.3330407e+04
   1.1600000e-01  -5.4289997e-02   7.1998548e+04
   1.2000000e-01  -5.6717774e-02   5.9893137e+04
   1.2400000e-01  -5.7687684e-02   5.3006632e+04
   1.2800000e-01  -5.7370198e-02   4.9084854e+04
   1.3200000e-01  -5.5862397e-02   4.6764273e+04
   1.3600000e-01  -5.3221727e-02   4.5302539e+04
   1.4000000e-01  -4.9484372e-02   4.4325840e+04
   1.4400000e-01  -4.4674510e-02   4.3641612e+04
   1.4800000e-01  -3.8809077e-02   4.3144173e+04
   1.5200000e-01  -3.1900389e-02   4.2771689e+04
   1.5600000e-01  -2.3957665e-02   4.2485966e+04
   1.6000000e-01  -1.4987978e-02   4.2262339e+04
   1.6400000e-01  -4.9968651e-03   4.2084287e+04
   1.6800000e-01   6.0112671e-03   4.1940408e+04
   1.7200000e-01   1.8032857e-02   4.1822627e+04
   1.7600000e-01   3.1064988e-02   4.1725098e+04
   1.8000000e-01   4.5105248e-02   4.1643509e+04
   1.8400000e-01   6.0151615e-02   4.1574625e+04
   1.8800000e-01   7.6202384e-02   4.1515983e+04
   1.9200000e-01   9.3256105e-02   4.1465681e+04
   1.9600000e-01   1.1131153e-01   4.1422235e+04
   2.0000000e-01   1.3036759e-01   4.1384472e+04
   2.0400000e-01   1.5042334e-01   4.1351458e+04
   2.0800000e-01   1.7147797e-01   4.1322440e+04
   2.1200000e-01   1.9353076e-01   4.1296807e+04
   2.1600000e-01   2.1658108e-01   4.1274060e+04
   2.2000000e-01   2.4062836e-01   4.1253786e+04
   2.2400000e-01   2.6567210e-01   4.1235645e+04
   2.2800000e-01   2.9171185e-01   4.1219350e+04
   2.3200000e-01   3.1874721e-01   4.1204662e+04
   2.3600000e-01   3.4677781e-01   4.1191380e+04
   2.4000000e-01   3.7580333e-01   4.1179331e+04
   2.4400000e-01   4.0582347e-01   4.1168368e+04
   2.4800000e-01   4.3683795e-01   4.1158367e+04
   2.5200000e-01   4.6884653e-01   4.1149220e+04
   2.5600000e-01   5.0184898e-01   4.1140835e+04
   2.6000000e-01   5.3584510e-01   4.1133137e+04
   2.6400000e-01   5.7083469e-01   4.1126084e+04
   2.6800000e-01   6.0681758e-01   4.1119730e+04
   2.7200000e-01   6.4379362e-01   4.1114520e+04
   2.7600000e-01   6.8176266e-01   4.1112644e+04
   2.8000000e-01   7.2072467e-01   4.1124470e+04
   2.8400000e-01   7.6067995e-01   4.1200199e+04
   2.8800000e-01   8.0163035e-01   4.1591390e+04
   2.9200000e-01   8.4358558e-01   4.3606455e+04
   2.9600000e-01   8.8659550e-01   5.4334803e+04
   3.0000000e-01   9.3092570e-01   1.1446254e+05
   3.0400000e-01   9.6569975e-01   3.2190634e+05
   3.0800000e-01   9.8368796e-01   6.0307361e+05
   3.1200000e-01   9.9185047e-01   8.1040384e+05
   3.1600000e-01   9.9531964e-01   9.1894791e+05
   3.2000000e-01   9.9678240e-01   9.6711683e+05
   3.2400000e-01   9.9743116e-01   9.8695433e+05
   3.2800000e-01   9.9775699e-01   9.9487089e+05
   3.3200000e-01   9.9795584e-01   9.9799057e+05
   3.3600000e-01   9.9810495e-01   9.9921387e+05
   3.4000000e-01   9.9823460e-01   9.9969262e+05
   3.4400000e-01   9.9835664e-01   9.9987984e+05
   3.4800000e-01   9.9847571e-01   9.9995303e+05
   3.5200000e-01   9.9859362e-01   9.9998164e+05
   3.5600000e-01   9.9871107e-01   9.9999282e+05
   3.6000000e-01   9.9882834e-01   9.9999719e+05
   3.6400000e-01   9.9894554e-01   9.9999890e+05
   3.6800000e-01   9.9906272e-01   9.9999957e+05
   3.7200000e-01   9.9917989e-01   9.9999983e+05
   3.7600000e-01   9.9929705e-01   9.9999993e+05
   3.8000000e-01   9.9941421e-01   9.9999997e+05
   3.8400000e-01   9.9953137e-01   9.9999999e+05
   3.8800000e-01   9.9964852e-01   1.0000000e+06
   3.9200000e-01   9.9976568e-01   1.0000000e+06
   3.9600000e-01   9.9988284e-01   1.0000000e+06
   4.0000000e-01   1.0000000e+00   1.0000000e+06
