   0.0000000e+00   0.0000000e+00   1.0000000e+06
   4.0000000e-03   3.9464318e-05   1.0000000e+06
   8.0000000e-03   7.8928633e-05   1.0000000e+06
   1.2000000e-02   1.1839294e-04   1.0000000e+06
   1.6000000e-02   1.5785722e-04   1.0000000e+06
   2.0000000e-02   1.9732144e-04   9.9999999e+05
   2.4000000e-02   2.3678549e-04   9.9999998e+05
   2.8000000e-02   2.7624912e-04   9.9999996e+05
   3.2000000e-02   3.1571166e-04   9.9999989e+05
   3.6000000e-02   3.5517142e-04   9.9999971e+05
   4.0000000e-02   3.9462404e-04   9.9999926e+05
   4.4000000e-02   4.3405830e-04   9.9999810e+05
   4.8000000e-02   4.7344542e-04   9.9999511e+05
   5.2000000e-02   5.1271152e-04   9.9998745e+05
   5.6000000e-02   5.5166684e-04   9.9996776e+05
   6.0000000e-02   5.8982414e-04   9.9991722e+05
   6.4000000e-02   6.2593237e-04   9.9978746e+05
   6.8000000e-02   6.5677936e-04   9.9945435e+05
   7.2000000e-02   6.7411915e-04   9.9859959e+05
   7.6000000e-02   6.5679255e-04   9.9640868e+05
   8.0000000e-02   5.5056469e-04   9.9080881e+05
   8.4000000e-02   2.1681393e-04   9.7659892e+05
   8.8000000e-02  -6.9621774e-04   9.4119971e+05
   9.2000000e-02  -3.0648185e-03   8.5705210e+05
   9.6000000e-02  -8.9720165e-03   6.7913681e+05
   1.0000000e-01  -2.2822008e-02   3.9200486e+05
   1.0400000e-01  -3.9357737e-02   2.0040451e+05
   1.0800000e-01  -5.0957316e-02   1.2291899e+05
   1.1200000e-01  -5.9538857e-02   8.4143603e+04
   1.1600000e-01  -6.6062224e-02   6.2049788e+04
   1.2000000e-01  -7.1074337e-02   4.8333887e+04
   1.2400000e-01  -7.4914724e-02   3.9299773e+04
   1.2800000e-01  -7.7807022e-02   3.3095268e+04
   1.3200000e-01  -7.9904819e-02   2.8704303e+04
   1.3600000e-01  -8.1316812e-02   2.5527119e+04
   1.4000000e-01  -8.2121648e-02   2.3187462e+04
   1.4400000e-01  -8.2377247e-02   2.1437615e+04
   1.4800000e-01  -8.2126923e-02   2.0108982e+04
   1.5200000e-01  -8.1403567e-02   1.9084655e+04
   1.5600000e-01  -8.0232535e-02   1.8282809e+04
   1.6000000e-01  -7.8633676e-02   1.7645789e+04
   1.6400000e-01  -7.6622760e-02   1.7132644e+04
   1.6800000e-01  -7.4212489e-02   1.6713975e+04
