   0.0000000e+00   0.0000000e+00   1.0000000e+06
   6.0000000e-03   6.8090313e-05   1.0000000e+06
   1.2000000e-02   1.3618059e-04   1.0000000e+06
   1.8000000e-02   2.0427074e-04   9.9999999e+05
   2.4000000e-02   2.7236037e-04   9.9999996e+05
   3.0000000e-02   3.4044796e-04   9.9999986e+05
   3.6000000e-02   4.0852763e-04   9.9999945e+05
   4.2000000e-02   4.7657642e-04   9.9999784e+05
   4.8000000e-02   5.4450479e-04   9.9999157e+05
   5.4000000e-02   6.1196379e-04   9.9996715e+05
   6.0000000e-02   6.7759311e-04   9.9987195e+05
   6.6000000e-02   7.3609033e-04   9.9950094e+05
   7.2000000e-02   7.6679105e-04   9.9805614e+05
   7.8000000e-02   6.8922367e-04   9.9244642e+05
   8.4000000e-02   1.9094056e-04   9.7091443e+05
   9.0000000e-02  -1.9273367e-03   8.9185113e+05
   9.6000000e-02  -1.0069238e-02   6.4643527e+05
   1.0200000e-01  -3.7903819e-02   2.1010195e+05
   1.0800000e-01  -5.4091940e-02   1.0481488e+05
   1.1400000e-01  -6.4497829e-02   6.4447676e+04
   1.2000000e-01  -7.1369839e-02   4.5063415e+04
   1.2600000e-01  -7.5787627e-02   3.4524944e+04
   1.3200000e-01  -7.8338158e-02   2.8373656e+04
   1.3800000e-01  -7.9364045e-02   2.4621803e+04
   1.4400000e-01  -7.9074256e-02   2.2249641e+04
   1.5000000e-01  -7.7600914e-02   2.0691902e+04
   1.5600000e-01  -7.5030783e-02   1.9628034e+04
   1.6200000e-01  -7.1423116e-02   1.8874280e+04
   1.6800000e-01  -6.6819897e-02   1.8322801e+04
   1.7400000e-01  -6.1251840e-02   1.7908118e+04
   1.8000000e-01  -5.4742043e-02   1.7588977e+04
   1.8600000e-01  -4.7308282e-02   1.7338462e+04
   1.9200000e-01  -3.8964509e-02   1.7138444e+04
   1.9800000e-01  -2.9721864e-02   1.6976372e+04
   2.0400000e-01  -1.9589376e-02   1.6843341e+04
   2.1000000e-01  -8.5744524e-03   1.6732897e+04
   2.1600000e-01   3.3167543e-03   1.6640275e+04
   2.2200000e-01   1.6079085e-02   1.6561895e+04
   2.2800000e-01   2.9708176e-02   1.6495029e+04
   2.3400000e-01   4.4200300e-02   1.6437568e+04
   2.4000000e-01   5.9552260e-02   1.6387866e+04
   2.4600000e-01   7.5761285e-02   1.6344619e+04
   2.5200000e-01   9.2824967e-02   1.6306785e+04
   2.5800000e-01   1.1074120e-01   1.6273527e+04
   2.6400000e-01   1.2950813e-01   1.6244162e+04
   2.7000000e-01   1.4912412e-01   1.6218130e+04
   2.7600000e-01   1.6958773e-01   1.6194968e+04
   2.8200000e-01   1.9089765e-01   1.6174294e+04
   2.8800000e-01   2.1305275e-01   1.6155783e+04
   2.9400000e-01   2.3605199e-01   1.6139163e+04
   3.0000000e-01   2.5989444e-01   1.6124203e+04
   3.0600000e-01   2.8457927e-01   1.6110705e+04
   3.1200000e-01   3.1010574e-01   1.6098498e+04
   3.1800000e-01   3.3647315e-01   1.6087434e+04
   3.2400000e-01   3.6368089e-01   1.6077384e+04
   3.3000000e-01   3.9172841e-01   1.6068234e+04
   3.3600000e-01   4.2061519e-01   1.6059884e+04
